priceUsd,time,circulatingSupply,date
98563.6493196369701191,1732348800000,19786193.0000000000000000,2024-11-23T08:00:00.000Z
98450.4524101899529973,1732352400000,19786193.0000000000000000,2024-11-23T09:00:00.000Z
98429.8378722825217878,1732356000000,19786218.0000000000000000,2024-11-23T10:00:00.000Z
98420.6077911598882900,1732359600000,19786218.0000000000000000,2024-11-23T11:00:00.000Z
98466.6195607970119311,1732363200000,19786268.0000000000000000,2024-11-23T12:00:00.000Z
98600.1801665416356879,1732366800000,19786268.0000000000000000,2024-11-23T13:00:00.000Z
98631.6399718424957646,1732370400000,19786293.0000000000000000,2024-11-23T14:00:00.000Z
98784.2906364067453251,1732374000000,19786293.0000000000000000,2024-11-23T15:00:00.000Z
98507.4850197586933026,1732377600000,19786328.0000000000000000,2024-11-23T16:00:00.000Z
97805.3535893108532953,1732381200000,19786328.0000000000000000,2024-11-23T17:00:00.000Z
97992.1756006085579307,1732384800000,19786375.0000000000000000,2024-11-23T18:00:00.000Z
97869.8632292905851805,1732388400000,19786375.0000000000000000,2024-11-23T19:00:00.000Z
97596.3706782624144553,1732392000000,19786418.0000000000000000,2024-11-23T20:00:00.000Z
97698.7648401085941489,1732395600000,19786418.0000000000000000,2024-11-23T21:00:00.000Z
97987.2133793229204042,1732399200000,19786453.0000000000000000,2024-11-23T22:00:00.000Z
97638.2509400309420715,1732402800000,19786453.0000000000000000,2024-11-23T23:00:00.000Z
97679.1364623758434688,1732406400000,19786484.0000000000000000,2024-11-24T00:00:00.000Z
97926.4009138208043251,1732410000000,19786484.0000000000000000,2024-11-24T01:00:00.000Z
98230.6257185534167980,1732413600000,19786525.0000000000000000,2024-11-24T02:00:00.000Z
98414.7201940956604265,1732417200000,19786525.0000000000000000,2024-11-24T03:00:00.000Z
98177.6601960967464598,1732420800000,19786550.0000000000000000,2024-11-24T04:00:00.000Z
98164.2692845541800199,1732424400000,19786550.0000000000000000,2024-11-24T05:00:00.000Z
98231.1962679714550506,1732428000000,19786584.0000000000000000,2024-11-24T06:00:00.000Z
98342.8923893998831605,1732431600000,19786584.0000000000000000,2024-11-24T07:00:00.000Z
98350.1053897173910038,1732435200000,19786600.0000000000000000,2024-11-24T08:00:00.000Z
98085.4370035582240519,1732438800000,19786600.0000000000000000,2024-11-24T09:00:00.000Z
97975.4807149828959125,1732442400000,19786643.0000000000000000,2024-11-24T10:00:00.000Z
97721.0012506631183289,1732446000000,19786643.0000000000000000,2024-11-24T11:00:00.000Z
97346.1510464737840072,1732449600000,19786696.0000000000000000,2024-11-24T12:00:00.000Z
96717.8706646648589943,1732453200000,19786696.0000000000000000,2024-11-24T13:00:00.000Z
97295.0640352816734246,1732456800000,19786712.0000000000000000,2024-11-24T14:00:00.000Z
97033.5671321130044447,1732460400000,19786712.0000000000000000,2024-11-24T15:00:00.000Z
96005.8703119879932501,1732464000000,19786737.0000000000000000,2024-11-24T16:00:00.000Z
96434.7534428627783037,1732467600000,19786737.0000000000000000,2024-11-24T17:00:00.000Z
95887.7871839485659890,1732471200000,19786737.0000000000000000,2024-11-24T18:00:00.000Z
96458.3222534029339744,1732474800000,19786762.0000000000000000,2024-11-24T19:00:00.000Z
96387.7081983925286538,1732478400000,19786762.0000000000000000,2024-11-24T20:00:00.000Z
96842.9316574464659086,1732482000000,19786815.0000000000000000,2024-11-24T21:00:00.000Z
96991.4603022827870579,1732485600000,19786815.0000000000000000,2024-11-24T22:00:00.000Z
97975.0483521474270714,1732489200000,19786862.0000000000000000,2024-11-24T23:00:00.000Z
97968.6762581379220322,1732492800000,19786862.0000000000000000,2024-11-25T00:00:00.000Z
97943.6499439049176037,1732496400000,19786912.0000000000000000,2024-11-25T01:00:00.000Z
97293.1153825413746915,1732500000000,19786912.0000000000000000,2024-11-25T02:00:00.000Z
97471.3961615830958697,1732503600000,19786943.0000000000000000,2024-11-25T03:00:00.000Z
97920.2080961662652810,1732507200000,19786943.0000000000000000,2024-11-25T04:00:00.000Z
97822.3575539962562987,1732510800000,19787009.0000000000000000,2024-11-25T05:00:00.000Z
98115.0700061234417166,1732514400000,19787009.0000000000000000,2024-11-25T06:00:00.000Z
98182.8306634443903143,1732518000000,19787034.0000000000000000,2024-11-25T07:00:00.000Z
98138.5470679375536687,1732521600000,19787034.0000000000000000,2024-11-25T08:00:00.000Z
98298.6997419284303166,1732525200000,19787078.0000000000000000,2024-11-25T09:00:00.000Z
98522.4119267888879200,1732528800000,19787078.0000000000000000,2024-11-25T10:00:00.000Z
98385.4416369545344409,1732532400000,19787106.0000000000000000,2024-11-25T11:00:00.000Z
98278.3128234870160078,1732536000000,19787106.0000000000000000,2024-11-25T12:00:00.000Z
97973.2935503029800706,1732539600000,19787156.0000000000000000,2024-11-25T13:00:00.000Z
97616.1372197404354163,1732543200000,19787156.0000000000000000,2024-11-25T14:00:00.000Z
95979.9957822326726118,1732546800000,19787218.0000000000000000,2024-11-25T15:00:00.000Z
96227.4965670267911775,1732550400000,19787218.0000000000000000,2024-11-25T16:00:00.000Z
95998.0558159276198720,1732554000000,19787278.0000000000000000,2024-11-25T17:00:00.000Z
95251.1093081956586717,1732557600000,19787278.0000000000000000,2024-11-25T18:00:00.000Z
95079.1119227341558818,1732561200000,19787312.0000000000000000,2024-11-25T19:00:00.000Z
94801.9290266068829163,1732564800000,19787312.0000000000000000,2024-11-25T20:00:00.000Z
94816.7576396368172888,1732568400000,19787340.0000000000000000,2024-11-25T21:00:00.000Z
93817.8911221720587961,1732572000000,19787340.0000000000000000,2024-11-25T22:00:00.000Z
94186.9331776336950738,1732575600000,19787375.0000000000000000,2024-11-25T23:00:00.000Z
93135.2201382036424244,1732579200000,19787375.0000000000000000,2024-11-26T00:00:00.000Z
94009.2116843434295543,1732582800000,19787453.0000000000000000,2024-11-26T01:00:00.000Z
94806.5155978330532461,1732586400000,19787453.0000000000000000,2024-11-26T02:00:00.000Z
94613.0908426498426214,1732590000000,19787487.0000000000000000,2024-11-26T03:00:00.000Z
94527.4253350909237075,1732593600000,19787487.0000000000000000,2024-11-26T04:00:00.000Z
94359.8702222496622662,1732597200000,19787509.0000000000000000,2024-11-26T05:00:00.000Z
94643.1089428970906727,1732600800000,19787509.0000000000000000,2024-11-26T06:00:00.000Z
94558.4924855333617632,1732604400000,19787556.0000000000000000,2024-11-26T07:00:00.000Z
93800.7402722758964270,1732608000000,19787556.0000000000000000,2024-11-26T08:00:00.000Z
92982.6363043043613111,1732611600000,19787609.0000000000000000,2024-11-26T09:00:00.000Z
93517.3382983294443901,1732615200000,19787609.0000000000000000,2024-11-26T10:00:00.000Z
92416.0831050808013803,1732618800000,19787634.0000000000000000,2024-11-26T11:00:00.000Z
92221.4886399512318030,1732622400000,19787634.0000000000000000,2024-11-26T12:00:00.000Z
92014.0121246308803755,1732626000000,19787703.0000000000000000,2024-11-26T13:00:00.000Z
92339.7278687145190544,1732629600000,19787703.0000000000000000,2024-11-26T14:00:00.000Z
93386.9253281092143799,1732633200000,19787731.0000000000000000,2024-11-26T15:00:00.000Z
93039.5488023108181035,1732636800000,19787731.0000000000000000,2024-11-26T16:00:00.000Z
94150.3379694938106454,1732640400000,19787762.0000000000000000,2024-11-26T17:00:00.000Z
93627.8758037397635073,1732644000000,19787762.0000000000000000,2024-11-26T18:00:00.000Z
92442.1081559018001613,1732647600000,19787775.0000000000000000,2024-11-26T19:00:00.000Z
91704.6529664399208935,1732651200000,19787775.0000000000000000,2024-11-26T20:00:00.000Z
91245.1557332678876165,1732654800000,19787821.0000000000000000,2024-11-26T21:00:00.000Z
91704.0599961609094941,1732658400000,19787821.0000000000000000,2024-11-26T22:00:00.000Z
91852.3827895876196214,1732662000000,19787856.0000000000000000,2024-11-26T23:00:00.000Z
91960.5238293998980487,1732665600000,19787856.0000000000000000,2024-11-27T00:00:00.000Z
91890.6032633188859688,1732669200000,19787893.0000000000000000,2024-11-27T01:00:00.000Z
92677.8261199613911027,1732672800000,19787893.0000000000000000,2024-11-27T02:00:00.000Z
92877.9123857887777008,1732676400000,19787918.0000000000000000,2024-11-27T03:00:00.000Z
92660.8518576435470714,1732680000000,19787918.0000000000000000,2024-11-27T04:00:00.000Z
92545.4859343633457123,1732683600000,19787984.0000000000000000,2024-11-27T05:00:00.000Z
92703.9767041806737910,1732687200000,19787984.0000000000000000,2024-11-27T06:00:00.000Z
93069.0921992120151699,1732690800000,19788009.0000000000000000,2024-11-27T07:00:00.000Z
93563.6839619184485140,1732694400000,19788009.0000000000000000,2024-11-27T08:00:00.000Z
93416.1917266891096901,1732698000000,19788009.0000000000000000,2024-11-27T09:00:00.000Z
93418.1452761177418632,1732701600000,19788046.0000000000000000,2024-11-27T10:00:00.000Z
93811.7331469444833562,1732705200000,19788046.0000000000000000,2024-11-27T11:00:00.000Z
93396.1451667859315158,1732708800000,19788062.0000000000000000,2024-11-27T12:00:00.000Z
93376.2546265863427842,1732712400000,19788062.0000000000000000,2024-11-27T13:00:00.000Z
94036.7185211092616015,1732716000000,19788090.0000000000000000,2024-11-27T14:00:00.000Z
94870.6936451537436023,1732719600000,19788090.0000000000000000,2024-11-27T15:00:00.000Z
95742.2868184675693788,1732723200000,19788125.0000000000000000,2024-11-27T16:00:00.000Z
95790.2702616024921963,1732726800000,19788125.0000000000000000,2024-11-27T17:00:00.000Z
96306.1794095936676964,1732730400000,19788162.0000000000000000,2024-11-27T18:00:00.000Z
96265.5744173684927789,1732734000000,19788162.0000000000000000,2024-11-27T19:00:00.000Z
96694.3583444666208713,1732737600000,19788190.0000000000000000,2024-11-27T20:00:00.000Z
96595.7577016775790331,1732741200000,19788190.0000000000000000,2024-11-27T21:00:00.000Z
96319.2826544281090933,1732744800000,19788190.0000000000000000,2024-11-27T22:00:00.000Z
96188.9441606691605212,1732748400000,19788190.0000000000000000,2024-11-27T23:00:00.000Z
95966.0619366219352414,1732752000000,19788190.0000000000000000,2024-11-28T00:00:00.000Z
96548.4576074435014942,1732755600000,19788190.0000000000000000,2024-11-28T01:00:00.000Z
96272.5539425689737914,1732759200000,19788190.0000000000000000,2024-11-28T02:00:00.000Z
95792.0129795915064585,1732762800000,19788190.0000000000000000,2024-11-28T03:00:00.000Z
95587.0687326301949818,1732766400000,19788190.0000000000000000,2024-11-28T04:00:00.000Z
95787.4697110915810183,1732770000000,19788190.0000000000000000,2024-11-28T05:00:00.000Z
95522.1981106419092997,1732773600000,19788190.0000000000000000,2024-11-28T06:00:00.000Z
95589.9671252797664408,1732777200000,19788190.0000000000000000,2024-11-28T07:00:00.000Z
95352.7307399916284752,1732780800000,19788190.0000000000000000,2024-11-28T08:00:00.000Z
95477.5659823716238949,1732784400000,19788190.0000000000000000,2024-11-28T09:00:00.000Z
95119.4155768681132835,1732788000000,19788190.0000000000000000,2024-11-28T10:00:00.000Z
94932.2011813394951924,1732791600000,19788190.0000000000000000,2024-11-28T11:00:00.000Z
95587.9907651044711477,1732795200000,19788375.0000000000000000,2024-11-28T12:00:00.000Z
95519.3665090637598912,1732798800000,19788375.0000000000000000,2024-11-28T13:00:00.000Z
95731.1993362180889395,1732802400000,19788550.0000000000000000,2024-11-28T14:00:00.000Z
95521.8486384903435443,1732806000000,19788550.0000000000000000,2024-11-28T15:00:00.000Z
95016.3669145431054258,1732809600000,19788581.0000000000000000,2024-11-28T16:00:00.000Z
94999.2737714666461712,1732813200000,19788581.0000000000000000,2024-11-28T17:00:00.000Z
94900.0200703302535407,1732816800000,19788596.0000000000000000,2024-11-28T18:00:00.000Z
95289.9007020119896033,1732820400000,19788596.0000000000000000,2024-11-28T19:00:00.000Z
95112.1547142177184178,1732824000000,19788643.0000000000000000,2024-11-28T20:00:00.000Z
94824.0428640296547246,1732827600000,19788643.0000000000000000,2024-11-28T21:00:00.000Z
95099.9058705163080181,1732831200000,19788671.0000000000000000,2024-11-28T22:00:00.000Z
95600.1984386377067558,1732834800000,19788671.0000000000000000,2024-11-28T23:00:00.000Z
95621.1670585690155892,1732838400000,19788712.0000000000000000,2024-11-29T00:00:00.000Z
95502.8444996344441878,1732842000000,19788712.0000000000000000,2024-11-29T01:00:00.000Z
95892.1715003829754426,1732845600000,19788765.0000000000000000,2024-11-29T02:00:00.000Z
96727.4754728797049397,1732849200000,19788765.0000000000000000,2024-11-29T03:00:00.000Z
96576.5904590565768338,1732852800000,19788790.0000000000000000,2024-11-29T04:00:00.000Z
96320.3873375630663277,1732856400000,19788790.0000000000000000,2024-11-29T05:00:00.000Z
96253.3937898889905115,1732860000000,19788821.0000000000000000,2024-11-29T06:00:00.000Z
96199.5014538291617099,1732863600000,19788821.0000000000000000,2024-11-29T07:00:00.000Z
95664.8074535597585537,1732867200000,19788862.0000000000000000,2024-11-29T08:00:00.000Z
95996.9641163401189233,1732870800000,19788862.0000000000000000,2024-11-29T09:00:00.000Z
96366.8255987060570628,1732874400000,19788893.0000000000000000,2024-11-29T10:00:00.000Z
96811.7733157166970884,1732878000000,19788893.0000000000000000,2024-11-29T11:00:00.000Z
97267.7988063937327614,1732881600000,19788918.0000000000000000,2024-11-29T12:00:00.000Z
97004.0713488028159196,1732885200000,19788918.0000000000000000,2024-11-29T13:00:00.000Z
97215.9230493885187538,1732888800000,19788943.0000000000000000,2024-11-29T14:00:00.000Z
97978.0013302677749272,1732892400000,19788943.0000000000000000,2024-11-29T15:00:00.000Z
98275.7216524426524515,1732896000000,19789000.0000000000000000,2024-11-29T16:00:00.000Z
97927.0347353389237728,1732899600000,19789000.0000000000000000,2024-11-29T17:00:00.000Z
97097.2109440426269084,1732903200000,19789012.0000000000000000,2024-11-29T18:00:00.000Z
97232.6514272779646077,1732906800000,19789012.0000000000000000,2024-11-29T19:00:00.000Z
97367.3868975907980659,1732910400000,19789028.0000000000000000,2024-11-29T20:00:00.000Z
97398.0973822239311447,1732914000000,19789028.0000000000000000,2024-11-29T21:00:00.000Z
97443.6539650122559727,1732917600000,19789093.0000000000000000,2024-11-29T22:00:00.000Z
97348.5292596616237078,1732921200000,19789093.0000000000000000,2024-11-29T23:00:00.000Z
97450.4241233714919574,1732924800000,19789106.0000000000000000,2024-11-30T00:00:00.000Z
97003.1093585747149799,1732928400000,19789106.0000000000000000,2024-11-30T01:00:00.000Z
96548.3351882899786406,1732932000000,19789106.0000000000000000,2024-11-30T02:00:00.000Z
96603.4068693830667253,1732935600000,19789106.0000000000000000,2024-11-30T03:00:00.000Z
96655.0832134600104770,1732939200000,19789106.0000000000000000,2024-11-30T04:00:00.000Z
96684.7448956379977531,1732942800000,19789106.0000000000000000,2024-11-30T05:00:00.000Z
97043.5583572826437825,1732946400000,19789106.0000000000000000,2024-11-30T06:00:00.000Z
96680.9225715036931315,1732950000000,19789106.0000000000000000,2024-11-30T07:00:00.000Z
96786.6306979613684420,1732953600000,19789106.0000000000000000,2024-11-30T08:00:00.000Z
96929.6026397722738132,1732957200000,19789106.0000000000000000,2024-11-30T09:00:00.000Z
96745.8952148585507806,1732960800000,19789106.0000000000000000,2024-11-30T10:00:00.000Z
96155.9908716817236151,1732964400000,19789106.0000000000000000,2024-11-30T11:00:00.000Z
96276.5751575159029531,1732968000000,19789106.0000000000000000,2024-11-30T12:00:00.000Z
96527.2960563115492450,1732971600000,19789106.0000000000000000,2024-11-30T13:00:00.000Z
96461.0556836756732389,1732975200000,19789106.0000000000000000,2024-11-30T14:00:00.000Z
96481.6083460127986998,1732978800000,19789106.0000000000000000,2024-11-30T15:00:00.000Z
96677.5890747903464997,1732982400000,19789106.0000000000000000,2024-11-30T16:00:00.000Z
96860.1424031848426267,1732986000000,19789106.0000000000000000,2024-11-30T17:00:00.000Z
96801.3048920210728203,1732989600000,19789106.0000000000000000,2024-11-30T18:00:00.000Z
96958.0694514025304299,1732993200000,19789106.0000000000000000,2024-11-30T19:00:00.000Z
97028.1612577395021917,1732996800000,19789106.0000000000000000,2024-11-30T20:00:00.000Z
96960.8876779926066125,1733000400000,19789106.0000000000000000,2024-11-30T21:00:00.000Z
96800.9417177864709178,1733004000000,19789106.0000000000000000,2024-11-30T22:00:00.000Z
96437.0864239866197649,1733007600000,19789106.0000000000000000,2024-11-30T23:00:00.000Z
96416.1509205014648541,1733011200000,19789106.0000000000000000,2024-12-01T00:00:00.000Z
96345.8017070251686762,1733014800000,19789534.0000000000000000,2024-12-01T01:00:00.000Z
96154.4189617809688863,1733018400000,19789534.0000000000000000,2024-12-01T02:00:00.000Z
95826.9352478931819840,1733022000000,19789656.0000000000000000,2024-12-01T03:00:00.000Z
96362.2858233177805890,1733025600000,19789656.0000000000000000,2024-12-01T04:00:00.000Z
96476.6428770539785848,1733029200000,19789687.0000000000000000,2024-12-01T05:00:00.000Z
96362.1598374332956776,1733032800000,19789687.0000000000000000,2024-12-01T06:00:00.000Z
96383.2235768272317249,1733036400000,19789753.0000000000000000,2024-12-01T07:00:00.000Z
96494.9808669245696845,1733040000000,19789753.0000000000000000,2024-12-01T08:00:00.000Z
97108.6886973795155208,1733043600000,19789790.0000000000000000,2024-12-01T09:00:00.000Z
97037.4510015238481384,1733047200000,19789790.0000000000000000,2024-12-01T10:00:00.000Z
96839.8675401462221698,1733050800000,19789831.0000000000000000,2024-12-01T11:00:00.000Z
97101.6305866050705880,1733054400000,19789831.0000000000000000,2024-12-01T12:00:00.000Z
96880.5224844081698567,1733058000000,19789878.0000000000000000,2024-12-01T13:00:00.000Z
97130.0326425161210301,1733061600000,19789878.0000000000000000,2024-12-01T14:00:00.000Z
97314.7527611768321265,1733065200000,19789921.0000000000000000,2024-12-01T15:00:00.000Z
97069.0893749229353656,1733068800000,19789921.0000000000000000,2024-12-01T16:00:00.000Z
97245.7463771505083714,1733072400000,19789943.0000000000000000,2024-12-01T17:00:00.000Z
97295.1708248492301046,1733076000000,19789943.0000000000000000,2024-12-01T18:00:00.000Z
97176.6764688509946684,1733079600000,19790003.0000000000000000,2024-12-01T19:00:00.000Z
97135.3199359496590569,1733083200000,19790003.0000000000000000,2024-12-01T20:00:00.000Z
97035.7201915917946509,1733086800000,19790050.0000000000000000,2024-12-01T21:00:00.000Z
97668.8147563154781318,1733090400000,19790050.0000000000000000,2024-12-01T22:00:00.000Z
97505.8445974076902896,1733094000000,19790062.0000000000000000,2024-12-01T23:00:00.000Z
97239.6392816858957241,1733097600000,19790062.0000000000000000,2024-12-02T00:00:00.000Z
97386.8844110879556526,1733101200000,19790100.0000000000000000,2024-12-02T01:00:00.000Z
97922.3565819140152622,1733104800000,19790100.0000000000000000,2024-12-02T02:00:00.000Z
97622.8007108662691784,1733108400000,19790153.0000000000000000,2024-12-02T03:00:00.000Z
96641.2017005735177228,1733112000000,19790153.0000000000000000,2024-12-02T04:00:00.000Z
96664.0676402594676315,1733115600000,19790187.0000000000000000,2024-12-02T05:00:00.000Z
96391.4444706444035453,1733119200000,19790187.0000000000000000,2024-12-02T06:00:00.000Z
96276.8608452098038318,1733122800000,19790218.0000000000000000,2024-12-02T07:00:00.000Z
96064.9386661862583487,1733126400000,19790218.0000000000000000,2024-12-02T08:00:00.000Z
95160.7465478149607397,1733130000000,19790253.0000000000000000,2024-12-02T09:00:00.000Z
95453.9779350319899250,1733133600000,19790253.0000000000000000,2024-12-02T10:00:00.000Z
94979.4572952583689453,1733137200000,19790300.0000000000000000,2024-12-02T11:00:00.000Z
95111.1539357817416790,1733140800000,19790300.0000000000000000,2024-12-02T12:00:00.000Z
95048.1293974532663131,1733144400000,19790325.0000000000000000,2024-12-02T13:00:00.000Z
95705.7270746940795736,1733148000000,19790325.0000000000000000,2024-12-02T14:00:00.000Z
96458.1343832962394271,1733151600000,19790362.0000000000000000,2024-12-02T15:00:00.000Z
97059.6751057647932998,1733155200000,19790362.0000000000000000,2024-12-02T16:00:00.000Z
96197.9655561901316894,1733158800000,19790393.0000000000000000,2024-12-02T17:00:00.000Z
94844.8242207160090125,1733162400000,19790393.0000000000000000,2024-12-02T18:00:00.000Z
95696.7582729685683160,1733166000000,19790415.0000000000000000,2024-12-02T19:00:00.000Z
95763.1497346232288408,1733169600000,19790415.0000000000000000,2024-12-02T20:00:00.000Z
95650.9484091334095955,1733173200000,19790481.0000000000000000,2024-12-02T21:00:00.000Z
95538.2684167932033629,1733176800000,19790481.0000000000000000,2024-12-02T22:00:00.000Z
95347.5702615727307179,1733180400000,19790496.0000000000000000,2024-12-02T23:00:00.000Z
95784.8037530091835484,1733184000000,19790496.0000000000000000,2024-12-03T00:00:00.000Z
95861.5434641425709736,1733187600000,19790534.0000000000000000,2024-12-03T01:00:00.000Z
95570.4601149773424757,1733191200000,19790534.0000000000000000,2024-12-03T02:00:00.000Z
96025.2778564516334938,1733194800000,19790568.0000000000000000,2024-12-03T03:00:00.000Z
96038.6380935515051093,1733198400000,19790568.0000000000000000,2024-12-03T04:00:00.000Z
95917.4799596661706302,1733202000000,19790568.0000000000000000,2024-12-03T05:00:00.000Z
96095.7515435578451807,1733205600000,19790568.0000000000000000,2024-12-03T06:00:00.000Z
95845.4860344157861551,1733209200000,19790568.0000000000000000,2024-12-03T07:00:00.000Z
95462.2491251627261788,1733212800000,19790568.0000000000000000,2024-12-03T08:00:00.000Z
95431.8795457812794694,1733216400000,19790568.0000000000000000,2024-12-03T09:00:00.000Z
95308.2762059315592115,1733220000000,19790568.0000000000000000,2024-12-03T10:00:00.000Z
94894.1774313574141862,1733223600000,19790568.0000000000000000,2024-12-03T11:00:00.000Z
94907.9109812835426157,1733227200000,19790568.0000000000000000,2024-12-03T12:00:00.000Z
94900.2220291467797207,1733230800000,19790568.0000000000000000,2024-12-03T13:00:00.000Z
93731.6098586405074250,1733234400000,19790568.0000000000000000,2024-12-03T14:00:00.000Z
95214.0252576051128321,1733238000000,19790568.0000000000000000,2024-12-03T15:00:00.000Z
95588.3041998953921465,1733241600000,19790568.0000000000000000,2024-12-03T16:00:00.000Z
95203.7242555010632159,1733245200000,19790568.0000000000000000,2024-12-03T17:00:00.000Z
95830.7733789756119179,1733248800000,19790568.0000000000000000,2024-12-03T18:00:00.000Z
95564.4137820928876212,1733252400000,19790568.0000000000000000,2024-12-03T19:00:00.000Z
95515.0427069268083243,1733256000000,19790568.0000000000000000,2024-12-03T20:00:00.000Z
95664.5565589364174399,1733259600000,19790568.0000000000000000,2024-12-03T21:00:00.000Z
96112.6815266216979101,1733263200000,19790568.0000000000000000,2024-12-03T22:00:00.000Z
96051.0020698807205320,1733266800000,19790568.0000000000000000,2024-12-03T23:00:00.000Z
95975.2065398666464571,1733270400000,19790568.0000000000000000,2024-12-04T00:00:00.000Z
95794.9873106945084177,1733274000000,19790568.0000000000000000,2024-12-04T01:00:00.000Z
96299.1569922652669974,1733277600000,19790568.0000000000000000,2024-12-04T02:00:00.000Z
95813.9720900189200757,1733281200000,19790568.0000000000000000,2024-12-04T03:00:00.000Z
95835.6158931281283406,1733284800000,19790568.0000000000000000,2024-12-04T04:00:00.000Z
95877.1037348440394242,1733288400000,19790568.0000000000000000,2024-12-04T05:00:00.000Z
96436.5211549594553048,1733292000000,19790568.0000000000000000,2024-12-04T06:00:00.000Z
96554.4486926334119178,1733295600000,19790568.0000000000000000,2024-12-04T07:00:00.000Z
96659.3169063597199926,1733299200000,19790568.0000000000000000,2024-12-04T08:00:00.000Z
96777.9443333114687757,1733302800000,19790568.0000000000000000,2024-12-04T09:00:00.000Z
96845.1813831226839796,1733306400000,19790568.0000000000000000,2024-12-04T10:00:00.000Z
96537.1818743977846377,1733310000000,19790568.0000000000000000,2024-12-04T11:00:00.000Z
96280.0509419341124310,1733313600000,19790568.0000000000000000,2024-12-04T12:00:00.000Z
96025.8715021404503773,1733317200000,19790568.0000000000000000,2024-12-04T13:00:00.000Z
95642.2460214356645877,1733320800000,19790568.0000000000000000,2024-12-04T14:00:00.000Z
96070.2361126902421939,1733324400000,19790568.0000000000000000,2024-12-04T15:00:00.000Z
95776.3103675061317835,1733328000000,19790568.0000000000000000,2024-12-04T16:00:00.000Z
95011.5005428879992115,1733331600000,19790568.0000000000000000,2024-12-04T17:00:00.000Z
95532.3180260977140283,1733335200000,19790568.0000000000000000,2024-12-04T18:00:00.000Z
96300.4362782796067993,1733338800000,19790568.0000000000000000,2024-12-04T19:00:00.000Z
97249.4134456932469553,1733342400000,19790568.0000000000000000,2024-12-04T20:00:00.000Z
98901.4471848526225843,1733346000000,19790568.0000000000000000,2024-12-04T21:00:00.000Z
97870.7663672390285923,1733349600000,19790568.0000000000000000,2024-12-04T22:00:00.000Z
98323.5675407477969920,1733353200000,19790568.0000000000000000,2024-12-04T23:00:00.000Z
98729.8545726529053827,1733356800000,19790568.0000000000000000,2024-12-05T00:00:00.000Z
98440.3441595399519726,1733360400000,19790568.0000000000000000,2024-12-05T01:00:00.000Z
98279.8239140389156158,1733364000000,19790568.0000000000000000,2024-12-05T02:00:00.000Z
100960.7009365054122534,1733367600000,19790568.0000000000000000,2024-12-05T03:00:00.000Z
102768.9465784964322030,1733371200000,19790568.0000000000000000,2024-12-05T04:00:00.000Z
103209.9736041225515021,1733374800000,19790568.0000000000000000,2024-12-05T05:00:00.000Z
102434.3018256399506799,1733378400000,19790568.0000000000000000,2024-12-05T06:00:00.000Z
101901.5140049944007580,1733382000000,19790568.0000000000000000,2024-12-05T07:00:00.000Z
102292.9346492193954360,1733385600000,19790568.0000000000000000,2024-12-05T08:00:00.000Z
102885.3614960570063514,1733389200000,19790568.0000000000000000,2024-12-05T09:00:00.000Z
102676.3547689261063856,1733392800000,19790568.0000000000000000,2024-12-05T10:00:00.000Z
102361.9386021177703805,1733396400000,19790568.0000000000000000,2024-12-05T11:00:00.000Z
102601.5275605652167677,1733400000000,19790568.0000000000000000,2024-12-05T12:00:00.000Z
102930.1488816939064164,1733403600000,19790568.0000000000000000,2024-12-05T13:00:00.000Z
102855.0723922394802903,1733407200000,19790568.0000000000000000,2024-12-05T14:00:00.000Z
103482.9757347782718993,1733410800000,19790568.0000000000000000,2024-12-05T15:00:00.000Z
101539.6448036105964087,1733414400000,19790568.0000000000000000,2024-12-05T16:00:00.000Z
101236.0378713119680272,1733418000000,19790568.0000000000000000,2024-12-05T17:00:00.000Z
101259.5069494307457083,1733421600000,19790568.0000000000000000,2024-12-05T18:00:00.000Z
100371.9120058048070921,1733425200000,19790568.0000000000000000,2024-12-05T19:00:00.000Z
99238.6201783658347992,1733428800000,19790568.0000000000000000,2024-12-05T20:00:00.000Z
99108.6101465072296367,1733432400000,19790568.0000000000000000,2024-12-05T21:00:00.000Z
99095.4038374194895617,1733436000000,19790568.0000000000000000,2024-12-05T22:00:00.000Z
96824.5297193711001585,1733439600000,19790568.0000000000000000,2024-12-05T23:00:00.000Z
97093.3173439439376573,1733443200000,19790568.0000000000000000,2024-12-06T00:00:00.000Z
97545.6980982948358043,1733446800000,19790568.0000000000000000,2024-12-06T01:00:00.000Z
98368.6819781427562294,1733450400000,19790568.0000000000000000,2024-12-06T02:00:00.000Z
97681.4167260653560133,1733454000000,19790568.0000000000000000,2024-12-06T03:00:00.000Z
97719.2301735026637506,1733457600000,19790568.0000000000000000,2024-12-06T04:00:00.000Z
97961.8927282451526406,1733461200000,19790568.0000000000000000,2024-12-06T05:00:00.000Z
97920.1131297032904214,1733464800000,19790568.0000000000000000,2024-12-06T06:00:00.000Z
98144.4071749270330787,1733468400000,19790568.0000000000000000,2024-12-06T07:00:00.000Z
98164.4699234203473057,1733472000000,19790568.0000000000000000,2024-12-06T08:00:00.000Z
98467.9407233702025953,1733475600000,19790568.0000000000000000,2024-12-06T09:00:00.000Z
98202.2682404175673127,1733479200000,19790568.0000000000000000,2024-12-06T10:00:00.000Z
98210.1284310459022144,1733482800000,19790568.0000000000000000,2024-12-06T11:00:00.000Z
98128.8224674580936772,1733486400000,19790568.0000000000000000,2024-12-06T12:00:00.000Z
